"","fecha_dia","empresa","producto","menciones_positivas","menciones_negativas","menciones_neutras"
"502",2025-01-12,"Tesla","Model Y",364,210,373
"503",2025-01-12,"Tesla","Powerwall",366,199,394
"504",2025-01-12,"Tesla","Solar Roof",401,188,380
"505",2025-01-13,"Apple","AirPods",374,168,404
"506",2025-01-13,"Apple","App Store",378,189,425
"507",2025-01-13,"Apple","Apple Watch",383,180,418
"508",2025-01-13,"Apple","MacBook",410,177,391
"509",2025-01-13,"Apple","iPad",350,188,382
"510",2025-01-13,"Apple","iPhone",363,204,408
"511",2025-01-13,"Binance","Futures",362,201,389
"512",2025-01-13,"Binance","Margin Trading",350,184,351
"513",2025-01-13,"Binance","P2P",376,172,388
"514",2025-01-13,"Binance","Spot Exchange",371,194,407
"515",2025-01-13,"Binance","Staking",377,181,354
"516",2025-01-13,"Binance","Wallet",381,200,388
"517",2025-01-13,"Coinbase","Earn",403,184,421
"518",2025-01-13,"Coinbase","NFT Marketplace",360,208,397
"519",2025-01-13,"Coinbase","Pro",411,199,397
"520",2025-01-13,"Coinbase","Spot Trading",388,205,385
"521",2025-01-13,"Coinbase","Staking",397,182,368
"522",2025-01-13,"Coinbase","Wallet",380,190,370
"523",2025-01-13,"Meta","Facebook",383,191,383
"524",2025-01-13,"Meta","Horizon Worlds",393,194,337
"525",2025-01-13,"Meta","Instagram",409,190,400
"526",2025-01-13,"Meta","Oculus Rift",401,218,365
"527",2025-01-13,"Meta","Portal",441,199,367
"528",2025-01-13,"Meta","WhatsApp",377,191,378
"529",2025-01-13,"Nike","Air Max",403,190,396
"530",2025-01-13,"Nike","Dri-FIT Apparel",375,202,386
"531",2025-01-13,"Nike","Football Boots",381,201,381
"532",2025-01-13,"Nike","Jordan",392,171,363
"533",2025-01-13,"Nike","Nike+ App",389,209,390
"534",2025-01-13,"Nike","Running Shoes",343,182,404
"535",2025-01-13,"Nvidia","AI Chips",411,214,373
"536",2025-01-13,"Nvidia","Cloud Gaming",389,169,390
"537",2025-01-13,"Nvidia","DLSS Tech",405,205,358
"538",2025-01-13,"Nvidia","GPU Drivers",395,173,412
"539",2025-01-13,"Nvidia","RTX GPUs",398,196,390
"540",2025-01-13,"Nvidia","RTX Laptops",397,165,377
"541",2025-01-13,"Tesla","Model 3",385,173,417
"542",2025-01-13,"Tesla","Model S",389,202,393
"543",2025-01-13,"Tesla","Model X",389,201,407
"544",2025-01-13,"Tesla","Model Y",368,180,422
"545",2025-01-13,"Tesla","Powerwall",405,204,410
"546",2025-01-13,"Tesla","Solar Roof",366,184,335
"547",2025-01-14,"Apple","AirPods",358,194,397
"548",2025-01-14,"Apple","App Store",413,188,381
"549",2025-01-14,"Apple","Apple Watch",408,194,375
"550",2025-01-14,"Apple","MacBook",401,197,359
"551",2025-01-14,"Apple","iPad",370,185,351
"552",2025-01-14,"Apple","iPhone",384,182,399
"553",2025-01-14,"Binance","Futures",351,209,386
"554",2025-01-14,"Binance","Margin Trading",380,210,390
"555",2025-01-14,"Binance","P2P",385,201,399
"556",2025-01-14,"Binance","Spot Exchange",425,209,353
"557",2025-01-14,"Binance","Staking",334,199,351
"558",2025-01-14,"Binance","Wallet",380,186,366
"559",2025-01-14,"Coinbase","Earn",373,167,382
"560",2025-01-14,"Coinbase","NFT Marketplace",400,185,412
"561",2025-01-14,"Coinbase","Pro",386,183,368
"562",2025-01-14,"Coinbase","Spot Trading",390,194,394
"563",2025-01-14,"Coinbase","Staking",411,196,359
"564",2025-01-14,"Coinbase","Wallet",403,194,410
"565",2025-01-14,"Meta","Facebook",414,207,378
"566",2025-01-14,"Meta","Horizon Worlds",380,201,347
"567",2025-01-14,"Meta","Instagram",402,189,364
"568",2025-01-14,"Meta","Oculus Rift",369,187,390
"569",2025-01-14,"Meta","Portal",373,191,414
"570",2025-01-14,"Meta","WhatsApp",366,176,390
"571",2025-01-14,"Nike","Air Max",349,165,327
"572",2025-01-14,"Nike","Dri-FIT Apparel",354,186,424
"573",2025-01-14,"Nike","Football Boots",351,208,399
"574",2025-01-14,"Nike","Jordan",393,185,364
"575",2025-01-14,"Nike","Nike+ App",370,175,378
"576",2025-01-14,"Nike","Running Shoes",384,196,385
"577",2025-01-14,"Nvidia","AI Chips",383,197,368
"578",2025-01-14,"Nvidia","Cloud Gaming",387,184,417
"579",2025-01-14,"Nvidia","DLSS Tech",386,202,382
"580",2025-01-14,"Nvidia","GPU Drivers",382,182,390
"581",2025-01-14,"Nvidia","RTX GPUs",396,166,353
"582",2025-01-14,"Nvidia","RTX Laptops",422,204,400
"583",2025-01-14,"Tesla","Model 3",372,200,398
"584",2025-01-14,"Tesla","Model S",382,187,367
"585",2025-01-14,"Tesla","Model X",374,190,373
"586",2025-01-14,"Tesla","Model Y",383,172,374
"587",2025-01-14,"Tesla","Powerwall",401,201,403
"588",2025-01-14,"Tesla","Solar Roof",371,194,423
"589",2025-01-15,"Apple","AirPods",398,186,385
"590",2025-01-15,"Apple","App Store",384,195,393
"591",2025-01-15,"Apple","Apple Watch",342,203,343
"592",2025-01-15,"Apple","MacBook",379,195,372
"593",2025-01-15,"Apple","iPad",428,189,373
"594",2025-01-15,"Apple","iPhone",372,181,411
"595",2025-01-15,"Binance","Futures",362,195,387
"596",2025-01-15,"Binance","Margin Trading",397,197,399
"597",2025-01-15,"Binance","P2P",362,188,391
"598",2025-01-15,"Binance","Spot Exchange",384,177,424
"599",2025-01-15,"Binance","Staking",418,169,408
"600",2025-01-15,"Binance","Wallet",403,191,379
"601",2025-01-15,"Coinbase","Earn",360,228,364
"602",2025-01-15,"Coinbase","NFT Marketplace",329,181,372
"603",2025-01-15,"Coinbase","Pro",405,196,373
"604",2025-01-15,"Coinbase","Spot Trading",384,203,419
"605",2025-01-15,"Coinbase","Staking",372,179,370
"606",2025-01-15,"Coinbase","Wallet",423,215,375
"607",2025-01-15,"Meta","Facebook",364,197,377
"608",2025-01-15,"Meta","Horizon Worlds",341,205,348
"609",2025-01-15,"Meta","Instagram",392,196,424
"610",2025-01-15,"Meta","Oculus Rift",399,174,369
"611",2025-01-15,"Meta","Portal",417,196,382
"612",2025-01-15,"Meta","WhatsApp",390,186,396
"613",2025-01-15,"Nike","Air Max",396,188,363
"614",2025-01-15,"Nike","Dri-FIT Apparel",357,174,385
"615",2025-01-15,"Nike","Football Boots",351,152,382
"616",2025-01-15,"Nike","Jordan",388,202,405
"617",2025-01-15,"Nike","Nike+ App",400,208,407
"618",2025-01-15,"Nike","Running Shoes",368,186,374
"619",2025-01-15,"Nvidia","AI Chips",391,207,385
"620",2025-01-15,"Nvidia","Cloud Gaming",383,198,383
"621",2025-01-15,"Nvidia","DLSS Tech",409,192,372
"622",2025-01-15,"Nvidia","GPU Drivers",370,186,378
"623",2025-01-15,"Nvidia","RTX GPUs",372,205,407
"624",2025-01-15,"Nvidia","RTX Laptops",384,182,363
"625",2025-01-15,"Tesla","Model 3",399,205,381
"626",2025-01-15,"Tesla","Model S",402,178,396
"627",2025-01-15,"Tesla","Model X",376,174,366
"628",2025-01-15,"Tesla","Model Y",399,189,390
"629",2025-01-15,"Tesla","Powerwall",411,186,366
"630",2025-01-15,"Tesla","Solar Roof",385,160,419
"631",2025-01-16,"Apple","AirPods",374,198,418
"632",2025-01-16,"Apple","App Store",391,189,394
"633",2025-01-16,"Apple","Apple Watch",371,181,351
"634",2025-01-16,"Apple","MacBook",416,171,386
"635",2025-01-16,"Apple","iPad",405,179,393
"636",2025-01-16,"Apple","iPhone",359,206,361
"637",2025-01-16,"Binance","Futures",374,212,351
"638",2025-01-16,"Binance","Margin Trading",368,190,405
"639",2025-01-16,"Binance","P2P",386,194,374
"640",2025-01-16,"Binance","Spot Exchange",363,194,392
"641",2025-01-16,"Binance","Staking",405,207,406
"642",2025-01-16,"Binance","Wallet",363,213,352
"643",2025-01-16,"Coinbase","Earn",398,199,407
"644",2025-01-16,"Coinbase","NFT Marketplace",398,165,369
"645",2025-01-16,"Coinbase","Pro",359,199,355
"646",2025-01-16,"Coinbase","Spot Trading",352,194,369
"647",2025-01-16,"Coinbase","Staking",381,196,391
"648",2025-01-16,"Coinbase","Wallet",376,187,374
"649",2025-01-16,"Meta","Facebook",428,172,381
"650",2025-01-16,"Meta","Horizon Worlds",389,186,400
"651",2025-01-16,"Meta","Instagram",385,197,401
"652",2025-01-16,"Meta","Oculus Rift",376,175,386
"653",2025-01-16,"Meta","Portal",369,223,379
"654",2025-01-16,"Meta","WhatsApp",377,209,369
"655",2025-01-16,"Nike","Air Max",389,179,389
"656",2025-01-16,"Nike","Dri-FIT Apparel",371,211,401
"657",2025-01-16,"Nike","Football Boots",389,174,391
"658",2025-01-16,"Nike","Jordan",425,206,375
"659",2025-01-16,"Nike","Nike+ App",355,222,398
"660",2025-01-16,"Nike","Running Shoes",410,217,415
"661",2025-01-16,"Nvidia","AI Chips",353,184,385
"662",2025-01-16,"Nvidia","Cloud Gaming",344,174,382
"663",2025-01-16,"Nvidia","DLSS Tech",362,203,394
"664",2025-01-16,"Nvidia","GPU Drivers",360,164,388
"665",2025-01-16,"Nvidia","RTX GPUs",375,208,404
"666",2025-01-16,"Nvidia","RTX Laptops",350,193,376
"667",2025-01-16,"Tesla","Model 3",380,176,349
"668",2025-01-16,"Tesla","Model S",415,199,338
"669",2025-01-16,"Tesla","Model X",396,204,361
"670",2025-01-16,"Tesla","Model Y",375,194,383
"671",2025-01-16,"Tesla","Powerwall",373,183,388
"672",2025-01-16,"Tesla","Solar Roof",376,199,379
"673",2025-01-17,"Apple","AirPods",387,193,399
"674",2025-01-17,"Apple","App Store",395,172,360
"675",2025-01-17,"Apple","Apple Watch",369,205,373
"676",2025-01-17,"Apple","MacBook",365,197,385
"677",2025-01-17,"Apple","iPad",384,171,379
"678",2025-01-17,"Apple","iPhone",434,171,379
"679",2025-01-17,"Binance","Futures",418,192,428
"680",2025-01-17,"Binance","Margin Trading",383,190,397
"681",2025-01-17,"Binance","P2P",390,178,390
"682",2025-01-17,"Binance","Spot Exchange",359,182,411
"683",2025-01-17,"Binance","Staking",377,198,390
"684",2025-01-17,"Binance","Wallet",396,173,407
"685",2025-01-17,"Coinbase","Earn",396,186,377
"686",2025-01-17,"Coinbase","NFT Marketplace",391,216,393
"687",2025-01-17,"Coinbase","Pro",364,174,379
"688",2025-01-17,"Coinbase","Spot Trading",383,196,368
"689",2025-01-17,"Coinbase","Staking",419,184,393
"690",2025-01-17,"Coinbase","Wallet",382,187,384
"691",2025-01-17,"Meta","Facebook",371,213,399
"692",2025-01-17,"Meta","Horizon Worlds",373,177,414
"693",2025-01-17,"Meta","Instagram",371,191,377
"694",2025-01-17,"Meta","Oculus Rift",379,194,408
"695",2025-01-17,"Meta","Portal",376,201,381
"696",2025-01-17,"Meta","WhatsApp",387,197,394
"697",2025-01-17,"Nike","Air Max",377,189,373
"698",2025-01-17,"Nike","Dri-FIT Apparel",391,199,347
"699",2025-01-17,"Nike","Football Boots",365,212,371
"700",2025-01-17,"Nike","Jordan",366,197,374
"701",2025-01-17,"Nike","Nike+ App",422,186,382
"702",2025-01-17,"Nike","Running Shoes",346,181,428
"703",2025-01-17,"Nvidia","AI Chips",380,184,409
"704",2025-01-17,"Nvidia","Cloud Gaming",386,169,374
"705",2025-01-17,"Nvidia","DLSS Tech",351,197,361
"706",2025-01-17,"Nvidia","GPU Drivers",410,195,411
"707",2025-01-17,"Nvidia","RTX GPUs",385,195,425
"708",2025-01-17,"Nvidia","RTX Laptops",418,196,384
"709",2025-01-17,"Tesla","Model 3",380,197,364
"710",2025-01-17,"Tesla","Model S",395,166,379
"711",2025-01-17,"Tesla","Model X",378,176,397
"712",2025-01-17,"Tesla","Model Y",396,197,374
"713",2025-01-17,"Tesla","Powerwall",400,205,402
"714",2025-01-17,"Tesla","Solar Roof",416,181,385
"715",2025-01-18,"Apple","AirPods",353,176,361
"716",2025-01-18,"Apple","App Store",392,184,332
"717",2025-01-18,"Apple","Apple Watch",347,184,370
"718",2025-01-18,"Apple","MacBook",401,189,395
"719",2025-01-18,"Apple","iPad",427,207,367
"720",2025-01-18,"Apple","iPhone",412,204,395
"721",2025-01-18,"Binance","Futures",381,225,389
"722",2025-01-18,"Binance","Margin Trading",398,170,354
"723",2025-01-18,"Binance","P2P",385,195,378
"724",2025-01-18,"Binance","Spot Exchange",379,203,398
"725",2025-01-18,"Binance","Staking",384,201,394
"726",2025-01-18,"Binance","Wallet",428,192,427
"727",2025-01-18,"Coinbase","Earn",373,179,362
"728",2025-01-18,"Coinbase","NFT Marketplace",390,191,390
"729",2025-01-18,"Coinbase","Pro",384,186,397
"730",2025-01-18,"Coinbase","Spot Trading",361,182,377
"731",2025-01-18,"Coinbase","Staking",359,191,363
"732",2025-01-18,"Coinbase","Wallet",353,206,391
"733",2025-01-18,"Meta","Facebook",397,191,393
"734",2025-01-18,"Meta","Horizon Worlds",373,197,364
"735",2025-01-18,"Meta","Instagram",403,190,382
"736",2025-01-18,"Meta","Oculus Rift",389,212,404
"737",2025-01-18,"Meta","Portal",379,196,391
"738",2025-01-18,"Meta","WhatsApp",367,169,384
"739",2025-01-18,"Nike","Air Max",381,201,376
"740",2025-01-18,"Nike","Dri-FIT Apparel",393,213,426
"741",2025-01-18,"Nike","Football Boots",395,188,369
"742",2025-01-18,"Nike","Jordan",373,202,372
"743",2025-01-18,"Nike","Nike+ App",396,184,384
"744",2025-01-18,"Nike","Running Shoes",394,195,356
"745",2025-01-18,"Nvidia","AI Chips",380,180,404
"746",2025-01-18,"Nvidia","Cloud Gaming",387,242,372
"747",2025-01-18,"Nvidia","DLSS Tech",433,202,417
"748",2025-01-18,"Nvidia","GPU Drivers",353,184,353
"749",2025-01-18,"Nvidia","RTX GPUs",368,195,406
"750",2025-01-18,"Nvidia","RTX Laptops",381,166,385
"751",2025-01-18,"Tesla","Model 3",371,184,390
"752",2025-01-18,"Tesla","Model S",441,182,363
"753",2025-01-18,"Tesla","Model X",370,185,421
"754",2025-01-18,"Tesla","Model Y",410,195,365
"755",2025-01-18,"Tesla","Powerwall",389,198,362
"756",2025-01-18,"Tesla","Solar Roof",400,192,403
"757",2025-01-19,"Apple","AirPods",371,169,337
"758",2025-01-19,"Apple","App Store",420,171,356
"759",2025-01-19,"Apple","Apple Watch",394,209,419
"760",2025-01-19,"Apple","MacBook",410,187,376
"761",2025-01-19,"Apple","iPad",428,197,365
"762",2025-01-19,"Apple","iPhone",403,198,362
"763",2025-01-19,"Binance","Futures",390,219,377
"764",2025-01-19,"Binance","Margin Trading",365,191,320
"765",2025-01-19,"Binance","P2P",361,218,380
"766",2025-01-19,"Binance","Spot Exchange",386,194,367
"767",2025-01-19,"Binance","Staking",414,197,344
"768",2025-01-19,"Binance","Wallet",371,214,414
"769",2025-01-19,"Coinbase","Earn",383,202,366
"770",2025-01-19,"Coinbase","NFT Marketplace",392,184,372
"771",2025-01-19,"Coinbase","Pro",394,187,391
"772",2025-01-19,"Coinbase","Spot Trading",395,189,339
"773",2025-01-19,"Coinbase","Staking",363,196,405
"774",2025-01-19,"Coinbase","Wallet",387,205,403
"775",2025-01-19,"Meta","Facebook",384,221,364
"776",2025-01-19,"Meta","Horizon Worlds",368,216,362
"777",2025-01-19,"Meta","Instagram",395,198,402
"778",2025-01-19,"Meta","Oculus Rift",404,179,411
"779",2025-01-19,"Meta","Portal",400,198,398
"780",2025-01-19,"Meta","WhatsApp",395,212,376
"781",2025-01-19,"Nike","Air Max",414,221,372
"782",2025-01-19,"Nike","Dri-FIT Apparel",421,178,396
"783",2025-01-19,"Nike","Football Boots",392,200,369
"784",2025-01-19,"Nike","Jordan",414,159,383
"785",2025-01-19,"Nike","Nike+ App",403,196,396
"786",2025-01-19,"Nike","Running Shoes",368,177,383
"787",2025-01-19,"Nvidia","AI Chips",359,192,383
"788",2025-01-19,"Nvidia","Cloud Gaming",394,193,394
"789",2025-01-19,"Nvidia","DLSS Tech",361,194,367
"790",2025-01-19,"Nvidia","GPU Drivers",375,164,408
"791",2025-01-19,"Nvidia","RTX GPUs",388,186,402
"792",2025-01-19,"Nvidia","RTX Laptops",359,190,390
"793",2025-01-19,"Tesla","Model 3",415,174,375
"794",2025-01-19,"Tesla","Model S",391,198,394
"795",2025-01-19,"Tesla","Model X",376,175,374
"796",2025-01-19,"Tesla","Model Y",363,195,341
"797",2025-01-19,"Tesla","Powerwall",392,188,359
"798",2025-01-19,"Tesla","Solar Roof",393,202,376
"799",2025-01-20,"Apple","AirPods",373,189,428
"800",2025-01-20,"Apple","App Store",397,187,378
"801",2025-01-20,"Apple","Apple Watch",393,195,379
"802",2025-01-20,"Apple","MacBook",384,198,403
"803",2025-01-20,"Apple","iPad",391,177,392
"804",2025-01-20,"Apple","iPhone",379,181,394
"805",2025-01-20,"Binance","Futures",367,192,366
"806",2025-01-20,"Binance","Margin Trading",348,194,348
"807",2025-01-20,"Binance","P2P",409,177,359
"808",2025-01-20,"Binance","Spot Exchange",378,191,382
"809",2025-01-20,"Binance","Staking",414,178,381
"810",2025-01-20,"Binance","Wallet",401,202,367
"811",2025-01-20,"Coinbase","Earn",403,212,390
"812",2025-01-20,"Coinbase","NFT Marketplace",420,213,378
"813",2025-01-20,"Coinbase","Pro",387,186,368
"814",2025-01-20,"Coinbase","Spot Trading",375,199,417
"815",2025-01-20,"Coinbase","Staking",400,198,380
"816",2025-01-20,"Coinbase","Wallet",365,185,377
"817",2025-01-20,"Meta","Facebook",388,165,406
"818",2025-01-20,"Meta","Horizon Worlds",411,185,434
"819",2025-01-20,"Meta","Instagram",370,202,373
"820",2025-01-20,"Meta","Oculus Rift",383,193,369
"821",2025-01-20,"Meta","Portal",383,186,379
"822",2025-01-20,"Meta","WhatsApp",382,175,367
"823",2025-01-20,"Nike","Air Max",388,193,359
"824",2025-01-20,"Nike","Dri-FIT Apparel",372,187,400
"825",2025-01-20,"Nike","Football Boots",372,196,372
"826",2025-01-20,"Nike","Jordan",371,204,390
"827",2025-01-20,"Nike","Nike+ App",361,183,414
"828",2025-01-20,"Nike","Running Shoes",386,189,385
"829",2025-01-20,"Nvidia","AI Chips",382,173,380
"830",2025-01-20,"Nvidia","Cloud Gaming",391,175,374
"831",2025-01-20,"Nvidia","DLSS Tech",380,191,349
"832",2025-01-20,"Nvidia","GPU Drivers",364,198,376
"833",2025-01-20,"Nvidia","RTX GPUs",352,200,395
"834",2025-01-20,"Nvidia","RTX Laptops",381,158,355
"835",2025-01-20,"Tesla","Model 3",386,204,379
"836",2025-01-20,"Tesla","Model S",365,179,375
"837",2025-01-20,"Tesla","Model X",383,195,390
"838",2025-01-20,"Tesla","Model Y",389,179,371
"839",2025-01-20,"Tesla","Powerwall",414,200,399
"840",2025-01-20,"Tesla","Solar Roof",372,199,375
"841",2025-01-21,"Apple","AirPods",400,198,392
"842",2025-01-21,"Apple","App Store",381,227,394
"843",2025-01-21,"Apple","Apple Watch",364,208,370
"844",2025-01-21,"Apple","MacBook",418,209,428
"845",2025-01-21,"Apple","iPad",400,167,372
"846",2025-01-21,"Apple","iPhone",356,183,397
"847",2025-01-21,"Binance","Futures",437,213,395
"848",2025-01-21,"Binance","Margin Trading",398,170,415
"849",2025-01-21,"Binance","P2P",411,186,374
"850",2025-01-21,"Binance","Spot Exchange",376,186,364
"851",2025-01-21,"Binance","Staking",373,197,389
"852",2025-01-21,"Binance","Wallet",353,193,345
"853",2025-01-21,"Coinbase","Earn",387,190,394
"854",2025-01-21,"Coinbase","NFT Marketplace",416,208,392
"855",2025-01-21,"Coinbase","Pro",413,187,382
"856",2025-01-21,"Coinbase","Spot Trading",411,181,398
"857",2025-01-21,"Coinbase","Staking",389,202,354
"858",2025-01-21,"Coinbase","Wallet",368,209,365
"859",2025-01-21,"Meta","Facebook",397,204,389
"860",2025-01-21,"Meta","Horizon Worlds",423,188,380
"861",2025-01-21,"Meta","Instagram",403,194,412
"862",2025-01-21,"Meta","Oculus Rift",375,180,381
"863",2025-01-21,"Meta","Portal",384,197,370
"864",2025-01-21,"Meta","WhatsApp",359,180,354
"865",2025-01-21,"Nike","Air Max",405,193,373
"866",2025-01-21,"Nike","Dri-FIT Apparel",368,184,409
"867",2025-01-21,"Nike","Football Boots",389,188,385
"868",2025-01-21,"Nike","Jordan",407,197,370
"869",2025-01-21,"Nike","Nike+ App",383,193,384
"870",2025-01-21,"Nike","Running Shoes",387,193,415
"871",2025-01-21,"Nvidia","AI Chips",367,192,377
"872",2025-01-21,"Nvidia","Cloud Gaming",364,201,396
"873",2025-01-21,"Nvidia","DLSS Tech",413,198,389
"874",2025-01-21,"Nvidia","GPU Drivers",387,198,399
"875",2025-01-21,"Nvidia","RTX GPUs",363,162,395
"876",2025-01-21,"Nvidia","RTX Laptops",393,199,395
"877",2025-01-21,"Tesla","Model 3",372,213,376
"878",2025-01-21,"Tesla","Model S",410,197,380
"879",2025-01-21,"Tesla","Model X",390,198,401
"880",2025-01-21,"Tesla","Model Y",384,202,403
"881",2025-01-21,"Tesla","Powerwall",365,173,365
"882",2025-01-21,"Tesla","Solar Roof",381,194,379
"883",2025-01-22,"Apple","AirPods",400,218,379
"884",2025-01-22,"Apple","App Store",369,211,376
"885",2025-01-22,"Apple","Apple Watch",366,193,405
"886",2025-01-22,"Apple","MacBook",387,194,375
"887",2025-01-22,"Apple","iPad",406,192,392
"888",2025-01-22,"Apple","iPhone",368,178,421
"889",2025-01-22,"Binance","Futures",382,185,381
"890",2025-01-22,"Binance","Margin Trading",387,186,386
"891",2025-01-22,"Binance","P2P",365,195,372
"892",2025-01-22,"Binance","Spot Exchange",397,214,422
"893",2025-01-22,"Binance","Staking",404,174,364
"894",2025-01-22,"Binance","Wallet",409,171,362
"895",2025-01-22,"Coinbase","Earn",395,189,359
"896",2025-01-22,"Coinbase","NFT Marketplace",410,210,372
"897",2025-01-22,"Coinbase","Pro",411,224,417
"898",2025-01-22,"Coinbase","Spot Trading",403,203,384
"899",2025-01-22,"Coinbase","Staking",401,162,410
"900",2025-01-22,"Coinbase","Wallet",360,182,381
"901",2025-01-22,"Meta","Facebook",381,178,394
"902",2025-01-22,"Meta","Horizon Worlds",356,184,385
"903",2025-01-22,"Meta","Instagram",394,221,366
"904",2025-01-22,"Meta","Oculus Rift",392,186,386
"905",2025-01-22,"Meta","Portal",362,189,401
"906",2025-01-22,"Meta","WhatsApp",347,162,360
"907",2025-01-22,"Nike","Air Max",393,183,422
"908",2025-01-22,"Nike","Dri-FIT Apparel",416,188,371
"909",2025-01-22,"Nike","Football Boots",394,196,397
"910",2025-01-22,"Nike","Jordan",398,192,405
"911",2025-01-22,"Nike","Nike+ App",342,208,409
"912",2025-01-22,"Nike","Running Shoes",388,189,373
"913",2025-01-22,"Nvidia","AI Chips",404,203,386
